run_id,time_point,days,NCI,SR,TP,GlobalIR,components,holes,genus,boundary_edges,vertices,edges,faces,bpa_pass,topology_status,notes
NCI_6_SR_1.25_TP_0.7_GlobalIR_1.5,19200,8.0,6.0,1.25,0.7,1.5,1,1,0,77,359,991,635,1,ok,Topology extracted from PyMeshLab output. Point cloud vertices: 359.
