run_id,data_file,selected_time_point,selected_days,is_valid,validity_notes,manual_status,manual_notes,use_for_analysis,screening_method,simulation_complete,pca_peak_ratio,pca_pass,total_cell_number,hard_cell_count,soft_cell_count,mean_height,max_height,height_std,surface_variation,villi_xy_count,villi_heightmap_count,mean_curvature,max_curvature,std_curvature,measurement_notes,components,holes,genus,boundary_edges,vertices,edges,faces,bpa_pass,enter_next_step,topology_status,topology_notes
NCI_6_SR_1.25_TP_0.7_GlobalIR_1.5,/home/yue/Analysis/ChipFrame_Final_Analysis/Analysis_demo/example_data/NCI_6_SR_1.25_TP_0.7_GlobalIR_1.5/cellData/cell_data_time_19200.dat,19200,8,1,Required cell data were found and are usable.,pass,Selected example run.,1,UMC,1,5.63157894736842,1,359,121,238,0.129256053668545,0.899211,0.217531562675039,0.0017188329543621,1,1,0.0017188329543621,0.0213477843279636,0.00315522806579009,Core measurements calculated.,1,1,0,77,359,991,635,1,1,ok,Topology extracted from PyMeshLab output. Point cloud vertices: 359.
